id,subject_type,subject_id,field,value,statement,attribution,source_id,evidence_quote,evidence_date,method,verified_at,confidence,status,supersedes_id,superseded_by,supersede_reason,batch_label,created_at
478,incident,128,occurred_on,2020-03-17,"China's foreign ministry said American journalists would not be allowed to continue working in mainland China, Hong Kong or Macau.",,324,"They will not be allowed to continue working as journalists in the People's Republic of China, including its Hong Kong and Macao Special Administrative Regions.",2020-03-17,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:18:03Z
479,incident,128,stated_justification,China calls the expulsions reciprocal,China's foreign ministry described the expulsions as necessary and reciprocal countermeasures against U.S. restrictions on Chinese media.,,324,entirely necessary and reciprocal countermeasures,2020-03-17,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:18:04Z
480,incident,128,status,Pompeo regrets the decision,Secretary of State Pompeo said he regretted China's decision to further limit free press operations.,,324,I regret China's decision to further foreclose the world's ability to conduct free press operations.,2020-03-17,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:18:05Z
481,incident,129,effect_on_reporting,CPJ warns journalists risk imprisonment for foreign contact,"CPJ's Africa representative said journalists must be able to meet whomever they choose, including foreign diplomats, without risking imprisonment.",,325,"Journalists must have the right to report freely and meet whomever they choose to, including foreign diplomats, without running the risk of imprisonment",2023-07-03,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:18:09Z
482,incident,129,stated_justification,"Minister says the law targets sovereignty threats, not journalism",Information Minister Mutsvangwa said the law covered meetings intended to injure the country's sovereignty rather than ordinary journalistic work.,,325,the bill did not criminalize journalists' work in Zimbabwe but barred meetings with foreign governments...that have 'the intention to injure the sovereignty.',2023-07-03,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:18:10Z
483,incident,129,occurred_on,2023-07-14,A summary of the act's effect said it allowed for monitoring and suppressing political organizations and journalists critical of the government.,,326,allows for monitoring and suppressing of political organisations and journalists who are critical of the government.,2023-07-31,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:18:10Z
484,incident,129,effect_on_reporting,Journalist questions where the line falls,A Zimbabwean journalist asked whether an interview that produced an unfavorable answer could itself be treated as a crime under the new law.,,325,"If I'm doing an interview that is asking questions that are inviting unfavorable answers, does that constitute a crime?",2023-07-03,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:18:11Z
485,incident,108,occurred_on,2021-05-18,"Belarusian financial investigators raided Tut.by's offices and detained staff on May 18, 2021, the day CPJ reported the raids and the site went offline.",,330,"Today, officers of the Belarus Financial Investigation Department raided Tut.by’s headquarters in Minsk, the capital, its regional offices in the western cities of Brest and Hrodna, and the homes of several of its journalists and detained at least three of them",2021-05-18,outlet_report,2026-09-22,high,current,,,,corrections-v2-2026-09-22,2026-09-23T00:38:42Z
486,incident,113,occurred_on,2023-02-15,"The appeals court justice announced the loss of citizenship of the 94 people on Wednesday, February 15, 2023, according to Al Jazeera's report of February 16.",,301,"The 94 people were “traitors” and would have their properties confiscated, Appeals Court Justice Ernesto Rodríguez Mejía said in a statement on Wednesday.",2023-02-16,outlet_report,2026-09-22,high,current,,,,corrections-v2-2026-09-22,2026-09-23T00:38:45Z
487,incident,95,occurred_on,2025-09-15,"Trump filed the suit in the U.S. District Court for the Middle District of Florida on September 15, 2025; the docket entry for the complaint is dated 09/15/2025.",,275,"On September 15, 2025, Donald Trump filed this lawsuit in the U.S. District Court for the Middle District of Florida against the New York Times Company, Penguin Random House LLC, and individual authors.",2025-09-15,court_record,2026-09-22,high,current,,,,corrections-v2-2026-09-22,2026-09-23T00:38:49Z
488,incident,91,occurred_on,2025-01-22,"FCC Chair Brendan Carr reinstated the dismissed complaints against the networks on January 22, 2025; the demand for the CBS transcript followed on January 29.",,268,"Jan. 22, 2025 | FCC chair reinstates complaints against three news outlets",2025-01-22,outlet_report,2026-09-22,high,current,,,,corrections-v2-2026-09-22,2026-09-23T00:38:52Z
489,incident,92,status,2025-07-24,"The Rescissions Act of 2025, which rescinded the Corporation for Public Broadcasting's appropriations, was approved (signed into law) on July 24, 2025, as Public Law 119-28.",,331,"(B) Amounts made available for ``Corporation for Public Broadcasting'' for fiscal year 2027 by Public Law 119-4 are rescinded. Approved July 24, 2025.",2025-07-24,primary_document,2026-09-22,high,current,,,,corrections-v2-2026-09-22,2026-09-23T00:38:56Z
490,incident,86,status,2020-07-16,A federal judge granted a preliminary injunction protecting journalists and legal observers covering Portland protests.,,257,This injunction is a critical protection for journalists and legal observers exercising their fundamental right to record and observe police activities at these important protests.,2020-07-16,official_statement,2026-09-22,medium,current,331,,,corrections-v2-2026-09-22,2026-09-23T00:39:00Z
491,incident,86,occurred_on,2020-07-23,"On July 23, 2020, Judge Michael Simon's temporary restraining order barred federal agents in Portland from dispersing, arresting or using force against journalists and legal observers; the July 16 order had applied to the Portland police.",,332,"U.S. District Judge Michael Simon today blocked federal agents in Portland from dispersing, arresting, threatening to arrest, or targeting force against journalists or legal observers at protests.",2020-07-23,official_statement,2026-09-22,high,current,,,,corrections-v2-2026-09-22,2026-09-23T00:39:01Z
492,incident,73,reversed_on,2019-02-20,"The Organic Law Reforming the Organic Communication Law was published in Ecuador's Official Register No. 432 (supplement) on February 20, 2019.",,333,"Ley Orgánica Reformatoria a la Ley Orgánica de Comunicación, publicada en el Registro Oficial No. 432 – Suplemento de 20 de febrero de 2019",2019-02-20,official_statement,2026-09-22,high,current,,,,corrections-v2-2026-09-22,2026-09-23T00:39:06Z
493,incident,114,status,2024-07-01,"The Act on Slovak Television and Radio was adopted by parliament on June 20, 2024 and promulgated on July 1, 2024, when STVR succeeded RTVS.",,334,The Act on Slovak Television and Radio and on Amendments to Certain Acts was adopted by the National Council (the Parliament) on 20 June 2024 and promulgated on 1 July 2024.,2024-08,outlet_report,2026-09-22,high,current,,,,corrections-v2-2026-09-22,2026-09-23T00:39:10Z
494,incident,127,status,warrant quashed; seized material kept,The High Court quashed the warrant but did not order the AFP to hand back or destroy the material seized in the raid.,,322,"was thrown out by the High Court on Wednesday, but police will be allowed to keep the materials they seized in the raid.",2020-04-15,outlet_report,2026-09-22,high,current,,,,corrections-v2-2026-09-22,2026-09-23T00:39:14Z
495,incident,130,effect_on_reporting,criminal complaint filed,Telex responded to the removal by filing a criminal complaint rather than continuing to report from the event.,,335,said they have filed a criminal complaint,2026-03-16,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:14:45Z
496,incident,131,effect_on_reporting,visa procedures suspended,Putin signed a law suspending simplified visa procedures for journalists and other visitors from most European countries.,,336,suspending simplified visa procedures for designated categories of people — including journalists — coming to Russia from most European countries,2022-03-11,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:14:51Z
497,incident,132,stated_justification,headline called racist,Geng Shuang called the opinion headline racist and used it as the basis for the expulsion order.,,337,China's expulsion of three accredited correspondents in reaction to what it sees as an offensive headline makes the country appear less like a confident rising power than a thin-skinned bully,2020-02-19,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:14:56Z
498,incident,133,stated_justification,counter-terrorism unit recommendation,Government spokesman Anatoly Glaz attributed the decision to a recommendation from the counter-terrorism unit.,,338,the decision to revoke the media accreditations was made after a recommendation by Belarus's counter-terrorism unit,2020-08-29,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:15:03Z
499,incident,133,effect_on_reporting,same-day deportations,Some of the affected foreign journalists were deported to Russia on the day their accreditation was revoked.,,338,Some foreign journalists were deported to Russia on the same day,2020-08-29,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:15:04Z
